reference_number,first_name,middle_name,last_name,gender,date_of_birth,civil_status,religion,sss_number,tin_number,property_area,residency_and_citizenship,contact_number,email_address,facebook_account,no_and_street,barangay,municipality,province,resident_status,length_of_stay,permanent_address,provincial_address,parents_address,education,course,school_last_attended,year_graduated,source_of_funds,employer_business_name,employer_contact_number,position,employment_status,monthly_net_income,employer_business_address,other_income,other_monthly_income,food_and_groceries,electric_and_water,education_and_misc,other_expense,make_brand,series,year_model,variant,color,plate_no,engine_no,chassis_no,transmission,fuel,dealer_name,dealer_address,dealer_contact_number,loan_type,estimated_vehicle_value,down_payment_percentage,loan_amount_term,loan_purpose,marketing_source,sales_representative
250326123115,Adrian,Mobe,Pestola,M,1997-10-11,Y,Iglesia ni Cristo,213-54-8840,987-65-4435,Urban,Resident Filipino Citizen,9123456903,user115@example.com,fb.com/user115,462 Fern Blvd.,Reyes,Mandaluyong City,Metro Manila,Residence,5_to_10_years,"963 Banana St., Malabon City",654 Provincial Rd.,"789 Parent St., Muntinlupa",Graduate,Engineering Management,University of the Philippines,2000,Salary ,Harmony Yoga Studio,0917-123-4681,Principal,Employee,155320.46,"321 Zen St., Taguig",None,0,2500,2000,1000,149820.46,Kia,Seltos,2022,EX,Yellow,JKL6843,D4HB-123510,KNAE35A22L123510,Automatic,Gas,Kia Manila,"123 Kia St., Manila",0917-456-7890,New,187500,0.2,24,,,
250326123116,Aiden,Caraan,Pajares,M,1972-07-05,N,Muslim,213-54-8841,987-65-4436,Urban,Resident Filipino Citizen,9123456904,user116@example.com,fb.com/user116,953 Ivy St.,Barangay Munoz,Malabon City,Metro Manila,Residence,less_than_6_months,"456 Cantaloupe Rd., Taguig City",123 Provincial Rd.,"888 Parent St., Quezon City",Graduate,Philosophy,University of the East,1999,Salary ,Golden Age Fitness,0917-123-4682,Chef,Employee,42550,"654 Workout Ave., Makati",None,0,2500,2000,1000,37050,Chevrolet,Trailblazer,2021,LT,Silver,JKL6844,D4HB-123511,KNAE35A22L123511,Automatic,Gas,Chevrolet Global City,"456 Chevy Rd., BGC",0917-567-8901,New,375000,0.2,12,,,
250326123117,Alicia,Malsi,Sagayno,F,1967-09-10,N,Baptist,213-54-8842,987-65-4437,Urban,Resident Filipino Citizen,9123456905,user117@example.com,fb.com/user117,843 Clover Cir.,Barangay Fort Bonifacio,Quezon City,Metro Manila,Residence,1_to_3_years,"159 Passionfruit St., Mandaluyong City",321 Provincial Rd.,"111 Parent St., Pasig",Graduate,Social Work,University of Santo Tomas,2015,Salary ,Happy Heights School,0917-123-4683,Daycare Supervisor,Employee,51690.81,"987 Learning St., Manila",None,0,2500,2000,1000,46190.81,Mitsubishi,L300,2020,FB,White,JKL6845,D4HB-123512,KNAE35A22L123512,Automatic,Gas,Mitsubishi Muntinlupa,"789 Transport St., Muntinlupa",0917-678-9012,New,198855,0.2,12,,,
250326123118,Allison,Masong,Salonga,F,1984-10-23,Y,Roman Catholic,213-54-8843,987-65-4438,Urban,Resident Filipino Citizen,9123456906,user118@example.com,fb.com/user118,692 Sage Ave.,Barangay Poblacion,Mandaluyong City,Metro Manila,Residence,1_to_3_years,"789 Starfruit Ave., Marikina City",654 Provincial Rd.,"222 Parent St., Caloocan",Graduate,Biology,De La Salle University,2014,Salary ,Urban Eats Restaurant,0917-123-4684,Software Developer,Employee,86000,"123 Dine Rd., Quezon City",None,0,2500,2000,1000,80500,Toyota,Hilux,2022,E,Black,JKL6846,D4HB-123513,KNAE35A22L123513,Automatic,Gas,Toyota Caloocan,"321 Toyota Blvd., Caloocan",0917-789-0123,New,112500,0.2,12,,,
250326123119,Amber,Rentoria,Labador,F,1979-05-13,N,Iglesia ni Cristo,213-54-8844,987-65-4439,Urban,Resident Filipino Citizen,9123456907,user119@example.com,fb.com/user119,731 Basil Dr.,Barangay Bagong Pag-asa,Marikina City,Metro Manila,Residence,1_to_3_years,"321 Raspberry St., Pasay City",987 Provincial Rd.,"333 Parent St., Manila",Graduate,Mathematics,University of the East,2013,Income from Business,Sunshine Daycare Center,0917-123-4685,Business Consultant,Registered Business,173700,"456 Care Ave., Pasig",None,0,2500,2000,1000,168200,Hyundai,Accent,2021,GL,Blue,JKL6847,D4HB-123514,KNAE35A22L123514,Automatic,Gas,Hyundai Pasig,"654 Hyundai Ave., Pasig",0917-890-1234,New,187500,0.2,12,,,
250326123120,Amelia,Ecawat,Nojor,F,1986-01-20,N,Muslim,213-54-8845,987-65-4440,Urban,Resident Filipino Citizen,9123456908,user120@example.com,fb.com/user120,584 Thyme Rd.,Barangay Santo NiNo,Pasay City,Metro Manila,Residence,5_to_10_years,"654 Blackcurrant St., Makati City",543 Provincial Rd.,"444 Parent St., Taguig",Graduate,Political Science,Ateneo de Manila University,2012,Salary ,Breakthrough Technologies,0917-123-4686,Software Developer,Employee,39047.64,"789 Digital Rd., Makati",None,0,2500,2000,1000,33547.64,Ford,EcoSport,2021,Trend,Gray,JKL6848,D4HB-123515,KNAE35A22L123515,Automatic,Gas,Ford Manila,"789 Ford Blvd., Manila",0917-901-2345,New,226982.0875,0.2,24,,,
250326123121,Andrew,Jimenez,Silot,M,1994-09-06,Y,Baptist,213-54-8846,987-65-4441,Urban,Resident Filipino Citizen,9123456909,user121@example.com,fb.com/user121,294 Rosemary Way,Barangay Kalayaan,Makati City,Metro Manila,Residence,1_to_3_years,"852 Blueberry Rd., San Juan City",678 Provincial Rd.,"555 Parent St., Navotas",Graduate,Hospitality Management,Mapua University,2011,Salary ,Apex Consulting Services,0917-123-4687,Principal,Employee,43000,"321 Consultant Rd., Manila",None,0,2500,2000,1000,37500,Subaru,Forester,2022,2.0i,Silver,JKL6849,D4HB-123516,KNAE35A22L123516,Automatic,Gas,Subaru Alabang,"321 Subaru St., Alabang",0917-012-3456,New,187500,0.2,12,,,
250326123122,Angela,Verdadero,Mustapah,F,1998-12-23,N,Roman Catholic,213-54-8847,987-65-4442,Semi-Urban,Resident Filipino Citizen,9123456910,user122@example.com,fb.com/user122,813 Peppermint St.,Barangay Sta. Cruz,San Juan City,Metro Manila,Residence,1_to_3_years,"963 Peach St., Quezon City",789 Provincial Rd.,"666 Parent St., Pasig",Graduate,Computer Engineering,STI Novaliches,2010,Income from Business,Happy Trails Pet Care,0917-123-4688,Chef,Registered Business,90000,"654 Paw St., Pasig",None,0,2500,2000,1000,84500,Kia,Sportage,2022,EX,Red,JKL6850,D4HB-123517,KNAE35A22L123517,Automatic,Gas,Kia Manila,"456 Kia Rd., Manila",0917-123-4567,New,150000,0.2,12,,,
250326123123,Anthony,Laguna,Gillang,M,1982-04-14,N,Iglesia ni Cristo,213-54-8848,987-65-4443,Urban,Resident Filipino Citizen,9123456911,user123@example.com,fb.com/user123,435 Cinnamon Ct.,Barangay San Antonio,Quezon City,Metro Manila,Residence,1_to_3_years,"135 Pine Rd., Quezon City",75 Provincial Rd.,"478 Parent St., Manila",Graduate,Computer Science,NU Fairview,2010,Salary ,Tech Corp,0917-123-4689,Daycare Supervisor,Employee,59224,Tech Building Sample City,None,0,2500,2000,1000,53724,Toyota,Vios,2023,1.5 G,Red,JKL6851,D4HB-123518,KNAE35A22L123518,Automatic,Gas,ABC Motors,123 Dealer St Sample City,02-987-6543,New,375000,0.2,30,,,
250326123124,April,Lamboloto,Rosales,F,1985-12-25,Y,Muslim,213-54-8849,987-65-4444,Urban,Resident Filipino Citizen,9123456912,user124@example.com,fb.com/user124,765 Nutmeg Cir.,Barangay Longos,Quezon City,Metro Manila,Residence,5_to_10_years,"852 Palm St., Makati City",951 Provincial Rd.,"159 Parent St., Pasay",Graduate,Information Technology,Electron college,2014,Salary ,Google,0917-123-4690,Software Developer,Employee,64837,Google Bldg. Makati City,None,0,2500,2000,1000,59337,Toyota,Wigo,2025,1.5 G,Black,JKL6852,D4HB-123519,KNAE35A22L123519,Automatic,Gas,Locar Motors ,56 Sampaguita Quezon City,02-890-3254,New,1305645,0.2,24,,,
250326123125,Ariana,Reyes,Igaña,F,1992-11-15,N,Baptist,213-54-8850,987-65-4445,Urban,Resident Filipino Citizen,9123456913,user125@example.com,fb.com/user125,534 Vanilla Blvd.,Barangay Poblacion,Quezon City,Metro Manila,Residence,1_to_3_years,"246 Coconut St., Makati City",258 Provincial Rd.,"753 Parent St., Taguig",Graduate,Computer Engineering,FEU Manila,2015,Salary ,Ericson,0917-123-4691,Business Consultant,Employee,86446,24 Nueva Ecija St Taguig City,None,0,2500,2000,1000,80946,Toyota,Vios,2022,1.5 G,White,JKL6853,D4HB-123520,KNAE35A22L123520,Automatic,Gas,Rolly's Cars,62 Prada St Pasay City,02-673-9000,New,198855,0.2,12,,,
250326123126,Arthur,Cabuquin,Andes,M,1995-01-09,N,Roman Catholic,213-54-8851,987-65-4446,Rural,Resident Filipino Citizen,9123456914,user126@example.com,fb.com/user126,891 Licorice Rd.,Barangay San Miguel,Taguig City,Metro Manila,Residence,1_to_3_years,"369 Banana Ave., Taguig City",123 Provincial Rd.,"456 Parent St., Pateros",Graduate,Information System,NU MOA,2013,Salary ,Cloudwalk Digital,0917-123-4692,Pet Groomer,Employee,38123,11 Bonifacio St Quezon City,None,0,2500,2000,1000,32623,Honda,Civic,2023,RS Turbo,Red,JKL6854,D4HB-123521,KNAE35A22L123521,Automatic,Gas,Coral Cargine,22 Gardo St Quezon City,02-333-2123,New,646224.375,0.2,36,,,
250326123127,Ashley,Morales,Suruiz,F,1981-11-18,N,Iglesia ni Cristo,213-54-8852,987-65-4447,Urban,Resident Filipino Citizen,9123456915,user127@example.com,fb.com/user127,438 Ginger Ln.,Baesa,Makati City,Metro Manila,Residence,5_to_10_years,"789 Grape St., Quezon City",654 Provincial Rd.,"789 Parent Rd., Mandaluyong",Graduate,Computer Science,La Salle Benilde,2014,Income from Business,DXC Technology,0917-123-4693,Web Developer,Registered Business,70000,DXC Bldg Quezon City,None,0,2500,2000,1000,64500,Nissan,Navara,2024,2.5 L,Black,JKL6855,D4HB-123522,KNAE35A22L123522,Automatic,Gas,Car Driealer,12 Garud St Pasig City,02-742-1110,New,377995.225,0.2,24,,,
250326123128,Aubrey,Labanon,Gonzales,F,1978-04-18,N,Muslim,213-54-8853,987-65-4448,Urban,Resident Filipino Citizen,9123456916,user128@example.com,fb.com/user128,672 Turmeric St.,Mendez,Pasay City,Metro Manila,Residence,1_to_3_years,"456 Cherry Blossom Ln., San Juan City",321 Provincial Rd.,"963 Parent St., Navotas",Graduate,Tourism,UP Diliman,2011,Salary ,Cebu Pacific,0917-123-4694,Data Scientist,Employee,152199,PITX Paranaque City,None,0,2500,2000,1000,146699,Ford,Ranger,2024,2.0 L,Black,JKL6856,D4HB-123523,KNAE35A22L123523,Automatic,Gas,Dacar's,Golden St Quezon City,02-111-2567,New,455930.625,0.2,36,,,
250326123129,Austin,Bayona,Sta.Cruz,M,1988-01-10,Y,Baptist,213-54-8854,987-65-4449,Urban,Resident Filipino Citizen,9123456917,user129@example.com,fb.com/user129,853 Cardamom Cir.,San Bartolome,Pasay City,Metro Manila,Residence,less_than_6_months,"852 Fern St., Mandaluyong City",147 Provincial Rd.,"678 Parent St., Las Pinas",Graduate,Music Production,STI Novaliches,2010,Salary ,Audiophile,0917-123-4695,Data Scientist,Employee,211500,SM North Quezon City,None,0,2500,2000,1000,206000,Toyota,Wigo,2025,1.5 G,Brown,JKL6857,D4HB-123524,KNAE35A22L123524,Automatic,Gas,Radiar Motors,East Corner Quezon City,02-435-9932,New,150000,0.2,12,,,
250326123130,Ava,Pauig,Amadeo,F,1984-12-09,N,Roman Catholic,213-54-8855,987-65-4450,Urban,Resident Filipino Citizen,9123456918,user130@example.com,fb.com/user130,972 Star Anise Blvd.,Salazar,Makati City,Metro Manila,Residence,1_to_3_years,"343 Elm St., Makati City",987 Provincial Rd.,"159 Parent St., Taguig",Graduate,Accountancy,UP Manila,2007,Salary ,Khobar CPA,0917-123-4696,Flight Attendant,Employee,143217,Pasig St Pasay City,None,0,2500,2000,1000,137717,Audi,Q5,2024,2,Black,JKL6858,D4HB-123525,KNAE35A22L123525,Automatic,Gas,Carlene's,West Ave Quezon City,02-333-2021,New,612500,0.2,24,,,
250326123131,Barbara,Galleto,Binaluyo,F,1992-07-13,Y,Iglesia ni Cristo,213-54-8856,987-65-4451,Urban,Resident Filipino Citizen,9123456919,user131@example.com,fb.com/user131,362 Clove Ave.,Barangay Longos,Paranaque City,Metro Manila,Residence,1_to_3_years,"684 Maple St., Taguig City",852 Provincial Rd.,"258 Parent St., Paranaque",Graduate,Tourism,Electron college,2015,Income from Business,Air Asia,0917-123-4697,Sound Engineer,Registered Business,99450,NAIA Terminal 2,None,0,2500,2000,1000,93950,BMW,X5,2024,40i,Blue,JKL6859,D4HB-123526,KNAE35A22L123526,Automatic,Gas,Kolocar Motour,Ariel Ave Taguig City,02-909-3201,New,375000,0.2,24,,,
250326123132,Beatrice,Fabontoza,Zapatero,F,1988-12-17,Y,Muslim,213-54-8857,987-65-4452,Urban,Resident Filipino Citizen,9123456920,user132@example.com,fb.com/user132,582 Allspice Dr.,Barangay North,Quezon City,Metro Manila,Residence,5_to_10_years,"1987 Cedar Rd., Pateros",753 Provincial Rd.,"369 Parent St., Las Pinas",Graduate,Nursing,De La Salle University,2010,Salary ,Infant Child Hospital,0917-123-4698,Finance Manager,Employee,99673,Lilo St Cubao Quezon City,None,0,2500,2000,1000,94173,Hyundai,Tucson,2023,2,Black,JKL6860,D4HB-123527,KNAE35A22L123527,Automatic,Gas,Motor Royale,11 Eskinita St Makati City,02-321-6543,New,153170,0.2,36,,,
250326123133,Becky,Garcia,Guzman,F,1978-02-24,Y,Baptist,213-54-8858,987-65-4453,Urban,Resident Filipino Citizen,9123456921,user133@example.com,fb.com/user133,124 Bay Leaf Rd.,Barangay Munoz,Quezon City,Metro Manila,Residence,5_to_10_years,"7159 Birch St., Makati City",456 Provincial Rd.,"852 Parent Rd., Quezon City",Graduate,Information System,San Beda University,2011,Salary ,SM Malls,0917-123-4699,Flight Attendant,Employee,86446,Salazar Quezon City,None,0,2500,2000,1000,80946,Toyota,Wigo,2021,1.5 G,Red,JKL6861,D4HB-123528,KNAE35A22L123528,Automatic,Gas,Ford Manila,12 Eskinita St Makati City,02-321-6544,New,125000,0.2,12,,,
250326123134,Brandon,TY,Gerero,M,1995-03-10,N,Roman Catholic,213-54-8859,987-65-4454,Semi-Urban,Resident Filipino Citizen,9123456922,user134@example.com,fb.com/user134,731 Parsley Ln.,Barangay Fort Bonifacio,Pasay City,Metro Manila,Residence,5_to_10_years,"123 Main St., Quezon City",456 Provincial Rd.,"789 Parent St., Caloocan",Graduate,Environmental Science,University of the Philippines,2008,Salary ,ABC Tech Solutions,0917-123-4700,Head Nurse,Employee,56374.14,"123 Tech Ave., Quezon City",None,0,2500,2000,1000,50874.14,Toyota,Vios,2021,E,Silver,JKL6862,D4HB-123529,KNAE35A22L123529,Automatic,Gas,Toyota Quezon City,"123 Automotive Ave., QC",0917-123-4567,New,250000,0.2,12,,,
250326123135,Brenda,Bejarin,Pineda,F,1982-09-04,Y,Iglesia ni Cristo,213-54-8860,987-65-4455,Urban,Resident Filipino Citizen,9123456923,user135@example.com,fb.com/user135,482 Coriander St.,Barangay Poblacion,San Juan City,Metro Manila,Residence,1_to_3_years,"456 Oak Ave., Quezon City",123 Provincial Rd.,"102 Parent St., Manila",Graduate,Criminology,Laguna College,2007,Salary ,Juan dela Cruz Construction,0917-123-4701,Software Engineer,Employee,58050,"456 Builder St., Makati",None,0,2500,2000,1000,52550,Honda,Civic,2020,Sport,Black,JKL6863,D4HB-123530,KNAE35A22L123530,Automatic,Gas,Honda Makati,"456 Car Sales St., Makati",0917-234-5678,New,119674,0.2,36,,,
250326123136,Brian,Bongabong,Ogayon,M,1985-12-18,Y,Muslim,213-54-8861,987-65-4456,Urban,Resident Filipino Citizen,9123456924,user136@example.com,fb.com/user136,923 Mint Cir.,Barangay Bagong Pag-asa,Marikina City,Metro Manila,Residence,5_to_10_years,"789 Pine St., Makati City",321 Provincial Rd.,"654 Parent St., Pasig",Graduate,Business Management,De La Salle University,2006,Salary ,Creative Minds Advertising,0917-123-4702,Software Engineer,Employee,96996.89,"789 Ad Blvd., Taguig",None,0,2500,2000,1000,91496.89,Ford,Ranger,2019,Wildtrak,Blue,JKL6864,D4HB-123531,KNAE35A22L123531,Automatic,Gas,Ford Manila,"789 Truck Lane, Manila",0917-345-6789,New,186743.125,0.2,18,,,
250326123137,Brianna,Alobog,Sarmiento,F,1992-09-20,N,Baptist,213-54-8862,987-65-4457,Semi-Urban,Resident Filipino Citizen,9123456925,user137@example.com,fb.com/user137,619 Olive Blvd.,Barangay Santo NiNo,Manila City,Metro Manila,Residence,5_to_10_years,"321 Elm St., Makati City",987 Provincial Rd.,"159 Parent St., Taguig",Graduate,Hospitality Management,Mapua University,2018,Salary ,Global Finance Group,0917-123-4703,Project Manager,Employee,57902.12,"321 Finance St., Manila",None,0,2500,2000,1000,52402.12,Mitsubishi,Montero Sport,2022,GT,White,JKL6865,D4HB-123532,KNAE35A22L123532,Automatic,Gas,Mitsubishi Motors,"321 SUV Rd., Las Pinas",0917-456-7890,New,187500,0.2,12,,,
250326123138,Brittany,Bautista,Reyes,F,2000-07-21,N,Roman Catholic,213-54-8863,987-65-4458,Urban,Resident Filipino Citizen,9123456926,user138@example.com,fb.com/user138,543 Sunstone Way,Barangay Kalayaan,Taguig City,Metro Manila,Residence,1_to_3_years,"654 Maple St., Taguig City",852 Provincial Rd.,"258 Parent St., Paranaque",Graduate,Information Technology,University of the Philippines,2020,Income from Business,Stellar Innovations,0917-123-4704,Graphic Designer,Registered Business,90000,"654 Innovation Rd., Pasig",None,0,2500,2000,1000,84500,Nissan,Patrol,2020,SE,Gray,JKL6866,D4HB-123533,KNAE35A22L123533,Automatic,Gas,Nissan Alabang,"654 SUV Blvd., Alabang",0917-567-8901,New,267135,0.2,24,,,
250326123139,Brooke,Napolis,Dumali,F,1992-01-24,N,Iglesia ni Cristo,213-54-8864,987-65-4459,Urban,Resident Filipino Citizen,9123456927,user139@example.com,fb.com/user139,841 Ruby Ln.,Barangay Sta. Cruz,Malabon City,Metro Manila,Residence,5_to_10_years,"987 Cedar Rd., Pateros",753 Provincial Rd.,"369 Parent St., Las Pinas",Graduate,Civil Engineering,University of the Philippines,2017,Income from Business,Vida Health Services,0917-123-4705,Financial Analyst,Registered Business,100000,"987 Health St., Quezon City",None,0,2500,2000,1000,94500,Chevrolet,Trailblazer,2021,LT,Red,JKL6867,D4HB-123534,KNAE35A22L123534,Automatic,Gas,Chevrolet Global City,"987 Auto Loop, Taguig",0917-678-9012,New,187500,0.2,12,,,
250326123140,Caleb,Casabay,Valdez,M,1965-07-23,N,Muslim,213-54-8865,987-65-4460,Semi-Urban,Resident Filipino Citizen,9123456928,user140@example.com,fb.com/user140,357 Emerald Rd.,Barangay San Antonio,Quezon City,Metro Manila,Residence,1_to_3_years,"159 Birch St., Makati City",456 Provincial Rd.,"852 Parent Rd., Quezon City",Graduate,Public Administration,Technological Institute of the Philippines,2018,Salary ,Sunshine Bakery,0917-123-4706,Web Developer,Employee,41600,"123 Bakery St., Makati",None,0,2500,2000,1000,36100,Kia,Sportage,2019,EX,Green,JKL6868,D4HB-123535,KNAE35A22L123535,Automatic,Gas,Kia Cubao,"214 Vehicle St., Cubao",0917-789-0123,New,468000,0.2,36,,,
250326123141,Cameron,Arce,DAHILAN,M,1987-09-20,N,Baptist,213-54-8866,987-65-4461,Urban,Resident Filipino Citizen,9123456929,user141@example.com,fb.com/user141,684 Sapphire Cir.,Barangay Longos,San Juan City,Metro Manila,Residence,1_to_3_years,"753 Ash St., San Juan City",147 Provincial Rd.,"963 Parent St., Malabon",Graduate,Fine Arts,University of the Philippines,2017,Salary,Elegant Events,0917-123-4707,Nurse,Employee,45672,"456 Event Ave., Taguig",None,0,2500,2000,1000,40172,Hyundai,Tucson,2020,GLS,Yellow,JKL6869,D4HB-123536,KNAE35A22L123536,Automatic,Gas,Hyundai Makati,"678 Car World Ave., Makati",0917-890-1234,New,198855,0.2,12,,,
250326123142,Carl,Armenio,Flores,M,1987-03-14,Y,Roman Catholic,213-54-8867,987-65-4462,Urban,Resident Filipino Citizen,9123456930,user142@example.com,fb.com/user142,129 Amethyst Ave.,Barangay Poblacion,Taguig City,Metro Manila,Residence,5_to_10_years,"246 Oak St., Mandaluyong City",258 Provincial Rd.,"345 Parent St., Navotas",Graduate,Engineering Management,University of the East,2021,Salary,Top Notch Engineering,0917-123-4708,Baker,Employee,82341,"789 Engineer Rd., Manila",None,0,2500,2000,1000,76841,Subaru,Forester,2022,2.0i,Silver,JKL6870,D4HB-123537,KNAE35A22L123537,Automatic,Gas,Subaru Manila,"135 Subaru Road, QC",0917-901-2345,New,187500,0.2,12,,,
250326123143,Carla,Alcozar,Catamco,F,1981-04-15,Y,Iglesia ni Cristo,213-54-8868,987-65-4463,Semi-Urban,Resident Filipino Citizen,9123456931,user143@example.com,fb.com/user143,476 Onyx Blvd.,Barangay San Miguel,Manila City,Metro Manila,Residence,1_to_3_years,"357 Willow St., Pasay City",654 Provincial Rd.,"9753 Parent St., Caloocan",Graduate,Philosophy,University of Santo Tomas,2022,Income from Business,Quick Clean Solutions,0917-123-4709,Event Planner,Registered Business,59876,"321 Clean St., Caloocan",None,0,2500,2000,1000,54376,Suzuki,Vitara,2019,GLX,Blue,JKL6871,D4HB-123538,KNAE35A22L123538,Automatic,Gas,Suzuki BGC,"246 SUV St., BGC",0917-012-3456,New,150000,0.2,12,,,
250326123144,Carlos,Bautista,Mendoza,M,1989-03-24,Y,Muslim,213-54-8869,987-65-4464,Urban,Resident Filipino Citizen,9123456932,user144@example.com,fb.com/user144,245 Topaz Dr.,Barangay Marikina,Quezon City,Metro Manila,Residence,1_to_3_years,"951 Cherry Ln., Makati City",9843 Provincial Rd.,"159 Parent St., Taguig",Graduate,Social Work,Far Eastern University,2020,Salary,Sky High Travel Agency,0917-123-4710,Mechanical Engineer,Employee,70456,"654 Travel Blvd., Pasig",None,0,2500,2000,1000,64956,Isuzu,D-Max,2021,LS,Black,JKL6872,D4HB-123539,KNAE35A22L123539,Automatic,Gas,Isuzu Manila,"356 Isuzu Ave., Manila",0917-123-4568,New,228103.75,0.2,24,,,
250326123145,Carmen,Ingca,Obias,F,1989-01-04,N,Baptist,213-54-8870,987-65-4465,Urban,Resident Filipino Citizen,9123456933,user145@example.com,fb.com/user145,671 Opal St.,Barangay Maria Clara,Makati City,Metro Manila,Residence,5_to_10_years,"135 Pine Rd., Quezon City",753 Provincial Rd.,"478 Parent St., Manila",Graduate,Biology,National University,2019,Income from Business,Metro Realty,0917-123-4711,Janitor,Registered Business,92134,"789 Realty Rd., Makati",None,0,2500,2000,1000,86634,Toyota,Hilux,2020,G,White,JKL6873,D4HB-123540,KNAE35A22L123540,Automatic,Gas,Toyota Alabang,"876 Pickup Rd., Alabang",0917-234-5679,New,187500,0.2,12,,,
